Institucija,Naslov,IzvjescaURL,DatumOtvaranja,DatumZatvaranja,OcekivanaObjavaIzvjesca,Stanje,DokumentiURL,SavjetovanjeURL,ID
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o nacrtu Pravilnika  o izmjeni i dopuni Pravilnika o redovitim izvješćima mirovinskog osiguravajućeg društva,/ECon/EconReport?entityId=3975,09.09.2016.,25.09.2016.,03.11.2016.,Izvješća objavljena,/Documents/List/3975,/ECon/MainScreen?entityId=3975,3975
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o nacrtu Pravilnika o izmjeni i dopuni Pravilnika o sadržaju i načinu vođenja registra mirovinskih osiguravajućih društava,/ECon/EconReport?entityId=3976,09.09.2016.,25.09.2016.,03.11.2016.,Izvješća objavljena,/Documents/List/3976,/ECon/MainScreen?entityId=3976,3976
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o nacrtu Pravilnika  o izmjeni i dopuni Pravilnika o sadržaju zahtjeva i dokumentaciji koja se dostavlja uz zahtjev za izdavanje odobrenja za provođenje statusnih promjena društva za osiguranje odnosno društva za reosiguranje,/ECon/EconReport?entityId=3977,09.09.2016.,25.09.2016.,03.11.2016.,Izvješća objavljena,/Documents/List/3977,/ECon/MainScreen?entityId=3977,3977
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o nacrtu Pravilnika  o izmjenama i dopunama Pravilnika o uvjetima za izdavanje odobrenja za stjecanje kvalificiranog udjela u društvu za osiguranje odnosno društvu za reosiguranje,/ECon/EconReport?entityId=3978,09.09.2016.,25.09.2016.,03.11.2016.,Izvješća objavljena,/Documents/List/3978,/ECon/MainScreen?entityId=3978,3978
Ministarstvo rada i mirovinskoga sustava,PRAVILNIK O IZMJENI I DOPUNI  PRAVILNIKA O NAČINU IZBORA ARBITRA I PROVOĐENJU POSTUPKA ARBITRAŽE U POSTUPCIMA NADOMJEŠTANJA SUGLASNOSTI,/ECon/EconReport?entityId=3969,08.09.2016.,23.09.2016.,10.10.2016.,Izvješća objavljena,/Documents/List/3969,/ECon/MainScreen?entityId=3969,3969
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o strukturi i sadržaju godišnjih financijskih izvještaja Burze,/ECon/EconReport?entityId=3965,06.09.2016.,20.09.2016.,26.09.2016.,Izvješća objavljena,/Documents/List/3965,/ECon/MainScreen?entityId=3965,3965
Hrvatska agencija za nadzor financijskih usluga,Savjetovanje o nacrtu Pravilnik o izmjenama i dopunama Pravilnika o strukturi i sadržaju godišnjih financijskih izvještaja Središnjeg klirinškog depozitarnog društva,/ECon/EconReport?entityId=3966,06.09.2016.,20.09.2016.,26.09.2016.,Izvješća objavljena,/Documents/List/3966,/ECon/MainScreen?entityId=3966,3966
Državna uprava za zaštitu i spašavanje,Prijedlog pravilnika o mjerama civilne zaštite u prostornom planiranju,/ECon/EconReport?entityId=3959,02.09.2016.,12.10.2016.,20.10.2016.,Izvješća objavljena,/Documents/List/3959,/ECon/MainScreen?entityId=3959,3959
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Nacrtu prijedloga Pravilnika o invazivnim stranim vrstama,/ECon/EconReport?entityId=3663,02.09.2016.,02.10.2016.,28.10.2016.,Izvješća objavljena,/Documents/List/3663,/ECon/MainScreen?entityId=3663,3663
Državna uprava za zaštitu i spašavanje,"Prijedlog pravilnika o vođenju jedinstvene evidencije i informacijskih baza podataka o operativnim snagama, materijalnim sredstvima i opremi operativnih snaga sustava civilne zaštite",/ECon/EconReport?entityId=3953,01.09.2016.,22.09.2016.,30.09.2016.,Izvješća objavljena,/Documents/List/3953,/ECon/MainScreen?entityId=3953,3953
Državna uprava za zaštitu i spašavanje,"Prijedlog pravilnika o kriterijima zdravstvenih sposobnosti koje moraju ispunjavati pripadnici postrojbi civilne zaštite, kriterijima za raspoređivanje i uvjetima za imenovanje povjerenika civilne zaštite i njegovog zamjenika",/ECon/EconReport?entityId=3956,01.09.2016.,30.09.2016.,07.10.2016.,Izvješća objavljena,/Documents/List/3956,/ECon/MainScreen?entityId=3956,3956
"Ministarstvo mora, prometa i infrastrukture","Javno savjetovanje o Nacionalnom programu razvoja širokopojasne agregacijske infrastrukture u područjima u kojima ne postoji dostatan komercijalni interes za ulaganja, kao preduvjet razvoja pristupnih mreža novih generacija (NP-BBI)",/ECon/EconReport?entityId=3947,31.08.2016.,30.09.2016.,31.10.2016.,Izvješća objavljena,/Documents/List/3947,/ECon/MainScreen?entityId=3947,3947
Ministarstvo regionalnog razvoja i fondova Europske unije,Nacrt ključnih elementa Poziva na dostavu projektnih prijedloga „6c2.2. Promicanje održivog korištenja prirodne baštine“,/ECon/EconReport?entityId=3944,29.08.2016.,13.09.2016.,20.09.2016.,Izvješća objavljena,/Documents/List/3944,/ECon/MainScreen?entityId=3944,3944
"Ministarstvo mora, prometa i infrastrukture",Javno savjetovanje o Prijedlogu Pravilnika o prijavljivanju tijela za ocjenjivanje sukladnosti sigurnosnih komponenti i podsustava žičara,/ECon/EconReport?entityId=3939,26.08.2016.,12.09.2016.,12.10.2016.,Izvješća objavljena,/Documents/List/3939,/ECon/MainScreen?entityId=3939,3939
"Ministarstvo mora, prometa i infrastrukture",Javno savjetovanje o Prijedlogu Odluke o određivanju državnih linija u javnom prijevozu u linijskom obalnom pomorskom prometu,/ECon/EconReport?entityId=3930,23.08.2016.,16.09.2016.,17.10.2016.,Izvješća objavljena,/Documents/List/3930,/ECon/MainScreen?entityId=3930,3930
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Programu mjera zaštite i upravljanja morskim okolišem i obalnim područjem Republike Hrvatske,/ECon/EconReport?entityId=3888,22.08.2016.,22.09.2016.,21.10.2016.,Izvješća objavljena,/Documents/List/3888,/ECon/MainScreen?entityId=3888,3888
Ministarstvo poljoprivrede,"Savjetovanje sa zainteresiranom javnošću o Prijedlogu pravilnika o uvjetima, kriterijima i načinu dodjele potpore u okviru mjere I.9.'Privremeni prestanak ribolovnih aktivnosti' pridnenim povlačnim mrežama-koćama za rujan/listopad 2016. godine",/ECon/EconReport?entityId=3928,17.08.2016.,16.09.2016.,23.09.2016.,Izvješća objavljena,/Documents/List/3928,/ECon/MainScreen?entityId=3928,3928
Ministarstvo financija,Javna rasprava o Nacrtu Zakona o  izmjenama i dopunama Općeg poreznog zakona,/ECon/EconReport?entityId=3925,16.08.2016.,31.08.2016.,10.09.2016.,Izvješća objavljena,/Documents/List/3925,/ECon/MainScreen?entityId=3925,3925
Ministarstvo poljoprivrede,NACRT PRIJEDLOGA ZAKONA O ZAŠTITI ŽIVOTINJA,/ECon/EconReport?entityId=3923,12.08.2016.,12.09.2016.,27.09.2016.,Izvješća objavljena,/Documents/List/3923,/ECon/MainScreen?entityId=3923,3923
Ministarstvo poljoprivrede,"Savjetovanje sa zainteresiranom javnošću o Prijedlogu pravilnika o uvjetima, kriterijima i načinu dodjele potpore u okviru mjere II.1. 'Inovacije'",/ECon/EconReport?entityId=3922,11.08.2016.,10.09.2016.,19.09.2016.,Izvješća objavljena,/Documents/List/3922,/ECon/MainScreen?entityId=3922,3922
Ministarstvo gospodarstva,Savjetovanje o Pravilniku o korištenju obnovljivih izvora energije i visokoučinkovite kogeneracije,/ECon/EconReport?entityId=3915,09.08.2016.,09.09.2016.,23.09.2016.,Izvješća objavljena,/Documents/List/3915,/ECon/MainScreen?entityId=3915,3915
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Prijedlogu pravilnika o znaku zaštite okoliša Europske unije - EU Ecolabel,/ECon/EconReport?entityId=3894,08.08.2016.,07.09.2016.,09.09.2016.,Izvješća objavljena,/Documents/List/3894,/ECon/MainScreen?entityId=3894,3894
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Nacrtu prijedloga Zakona o Agenciji za mobilnost i programe Europske unije,/ECon/EconReport?entityId=3907,08.08.2016.,15.09.2016.,15.10.2016.,Izvješća objavljena,/Documents/List/3907,/ECon/MainScreen?entityId=3907,3907
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Nacrtu prijedloga Zakona o obrazovanju odraslih,/ECon/EconReport?entityId=3909,08.08.2016.,12.09.2016.,13.11.2016.,Izvješća objavljena,/Documents/List/3909,/ECon/MainScreen?entityId=3909,3909
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Nacrtu Pravilnika o izvođenju nastave dijela nastavnih predmeta i sadržaja utvrđenih nastavnim planom i programom na nekom od svjetskih jezika u srednjoj školi,/ECon/EconReport?entityId=3912,08.08.2016.,12.09.2016.,14.11.2016.,Izvješća objavljena,/Documents/List/3912,/ECon/MainScreen?entityId=3912,3912
Ministarstvo financija,Savjetovanje o nacrtu prijedloga Zakona o reviziji,NA,08.08.2016.,15.09.2016.,15.10.2016.,Čeka odobravanje izvještaja,/Documents/List/3913,/ECon/MainScreen?entityId=3913,3913
Ministarstvo pravosuđa,Savjetovanje o nacrtu prijedloga Uredbe o izmjenama i dopunama Zakona o stečaju potrošača,/ECon/EconReport?entityId=3900,04.08.2016.,19.08.2016.,31.08.2016.,Izvješća objavljena,/Documents/List/3900,/ECon/MainScreen?entityId=3900,3900
Ministarstvo zdravstva,Savjetovanje o Nacrtu prijedloga Pravilnika o načinu prijave na Nacionalnu listu čekanja za organe te kriterijima dodjele organa,/ECon/EconReport?entityId=3903,04.08.2016.,05.09.2016.,03.10.2016.,Izvješća objavljena,/Documents/List/3903,/ECon/MainScreen?entityId=3903,3903
Ministarstvo poljoprivrede,"Savjetovanje o prijedlogu Programa podizanja kvalitete matičnih nasada agruma, jezgričavih i koštićavih voćnih vrsta u Republici Hrvatskoj za razdoblje od 2016. do 2019. godine",/ECon/EconReport?entityId=3892,02.08.2016.,16.08.2016.,19.08.2016.,Izvješća objavljena,/Documents/List/3892,/ECon/MainScreen?entityId=3892,3892
Ministarstvo financija,Savjetovanje sa zainteresiranom javnošću o Nacrtu prijedloga zakona o sprječavanju pranja novca i financiranja terorizma,/ECon/EconReport?entityId=3889,01.08.2016.,01.09.2016.,01.10.2016.,Izvješća objavljena,/Documents/List/3889,/ECon/MainScreen?entityId=3889,3889
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Nacrtu prijedloga Uredbe o gospodarenju otpadnim gumama,/ECon/EconReport?entityId=3884,01.08.2016.,31.08.2016.,30.09.2016.,Izvješća objavljena,/Documents/List/3884,/ECon/MainScreen?entityId=3884,3884
Ministarstvo zaštite okoliša i energetike,Javno savjetovanje o Nacrtu prijedloga Pravilnika o gospodarenju otpadnim gumama,/ECon/EconReport?entityId=3885,01.08.2016.,31.08.2016.,30.09.2016.,Izvješća objavljena,/Documents/List/3885,/ECon/MainScreen?entityId=3885,3885
Ministarstvo znanosti i obrazovanja,Javno savjetovanje o Nacrtu prijedloga iskaza o procjeni učinaka Nacrta prijedloga Zakona o izmjenama i dopunama Zakona o odgoju i obrazovanju u osnovnoj i srednjoj školi,/ECon/EconReport?entityId=3875,01.08.2016.,02.09.2016.,02.12.2016.,Izvješća objavljena,/Documents/List/3875,/ECon/MainScreen?entityId=3875,3875
Ministarstvo poljoprivrede,Prijedlog pravilnika o o bavljanju gospodarskog ribolova na moru pridnenom povlačnom mrežom-koćom u 2016. godini,/ECon/EconReport?entityId=3881,29.07.2016.,29.08.2016.,15.09.2016.,Izvješća objavljena,/Documents/List/3881,/ECon/MainScreen?entityId=3881,3881
Ministarstvo poljoprivrede,Savjetovanje sa zainteresiranom javnošću o Prijedlogu pravilnika o provedbi programa mlijeka u školama za razdoblje od 1. kolovoza 2016. do 31. srpnja 2017. godine,NA,29.07.2016.,28.08.2016.,02.09.2016.,Čeka odobravanje izvještaja,/Documents/List/3856,/ECon/MainScreen?entityId=3856,3856
Ured za zakonodavstvo Vlade Republike Hrvatske,Nacrt prijedloga Strategije procjene učinaka propisa za razdoblje od 2016. do 2018. godine,/ECon/EconReport?entityId=3864,29.07.2016.,30.09.2016.,28.10.2016.,Izvješća objavljena,/Documents/List/3864,/ECon/MainScreen?entityId=3864,3864
Ured za zakonodavstvo Vlade Republike Hrvatske,Nacrt prijedloga iskaza o procjeni učinaka propisa za Nacrt prijedloga zakona o izmjenama i dopunama Zakona o procjeni učinaka propisa,/ECon/EconReport?entityId=3869,29.07.2016.,30.09.2016.,28.10.2016.,Izvješća objavljena,/Documents/List/3869,/ECon/MainScreen?entityId=3869,3869
"Ministarstvo mora, prometa i infrastrukture","Javno savjetovanje o Prijedlogu Pravilnika o izmjenama i dopuni Pravilnika o plaćanju naknada za pravo uporabe adresa, brojeva i radiofrekvencijskog spektra",/ECon/EconReport?entityId=3873,29.07.2016.,14.08.2016.,14.09.2016.,Izvješća objavljena,/Documents/List/3873,/ECon/MainScreen?entityId=3873,3873
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Metodološkom priručniku za izradu prijedloga predmetnih kurikuluma,NA,29.07.2016.,15.11.2016.,28.02.2017.,Zatvoren,/Documents/List/3846,/ECon/MainScreen?entityId=3846,3846
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Metodološkom priručniku za izradu kurikuluma međupredmetnih tema,NA,29.07.2016.,15.11.2016.,28.02.2017.,Zatvoren,/Documents/List/3848,/ECon/MainScreen?entityId=3848,3848
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Metodološkom priručniku za prijedlog područja kurikuluma,NA,29.07.2016.,15.11.2016.,28.02.2017.,Zatvoren,/Documents/List/3850,/ECon/MainScreen?entityId=3850,3850
"Ministarstvo mora, prometa i infrastrukture","Javno savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o radnom vremenu, obveznim odmorima mobilnih radnika i uređajima za bilježenje u cestovnom prijevozu s Konačnim prijedlogom Zakona",/ECon/EconReport?entityId=3853,28.07.2016.,29.08.2016.,29.09.2016.,Izvješća objavljena,/Documents/List/3853,/ECon/MainScreen?entityId=3853,3853
Ministarstvo poljoprivrede,"Savjetovanje sa zainteresiranom javnošću o Prijedlogu pravilnika o uvjetima, kriterijima i načinu dodjele potpore u okviru mjere I.20. „Energetska učinkovitost i ublažavanje klimatskih promjena“",/ECon/EconReport?entityId=3832,27.07.2016.,26.08.2016.,02.09.2016.,Izvješća objavljena,/Documents/List/3832,/ECon/MainScreen?entityId=3832,3832
Ministarstvo poljoprivrede,Nacrt Pravilnika o uvjetima i načinu provedbe mjera Nacionalnog programa poticanja provedbe uzgojnih programa za toplokrvne pasmine i uzgojne tipove konja u Republici Hrvatskoj za razdoblje od 2015. do 2020. godine u 2016. godini,NA,27.07.2016.,27.08.2016.,27.09.2016.,Čeka odobravanje izvještaja,/Documents/List/3834,/ECon/MainScreen?entityId=3834,3834
Ministarstvo poljoprivrede,"Savjetovanje sa zainteresiranom javnošću o Prijedlogu pravilnika o uvjetima, kriterijima i načinu dodjele potpore u okviru mjere I.1. „Inovacije“",/ECon/EconReport?entityId=3835,27.07.2016.,26.08.2016.,02.09.2016.,Izvješća objavljena,/Documents/List/3835,/ECon/MainScreen?entityId=3835,3835
Ministarstvo poljoprivrede,"Savjetovanje sa zainteresiranom javnošću o Prijedlogu pravilnika o uvjetima, kriterijima, načinu odabira, financiranja i provedbe Lokalnih razvojnih strategija u ribarstvu",/ECon/EconReport?entityId=3844,27.07.2016.,26.08.2016.,05.09.2016.,Izvješća objavljena,/Documents/List/3844,/ECon/MainScreen?entityId=3844,3844
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Prijedlogu Nacionalnog kurikuluma nastavnoga predmeta Matematika,/ECon/EconReport?entityId=3823,27.07.2016.,15.11.2016.,28.02.2017.,Izvješća objavljena,/Documents/List/3823,/ECon/MainScreen?entityId=3823,3823
Ministarstvo regionalnog razvoja i fondova Europske unije,STRATEGIJA REGIONALNOG RAZVOJA REPUBLIKE HRVATSKE ZA RAZDOBLJE DO KRAJA 2020. GODINE,/ECon/EconReport?entityId=3826,27.07.2016.,04.09.2016.,19.09.2016.,Izvješća objavljena,/Documents/List/3826,/ECon/MainScreen?entityId=3826,3826
Ministarstvo kulture,Savjetovanje sa zainteresiranom javnošću o prijedlogu Uredbe o izmjeni Zakona o Hrvatskoj radioteleviziji,/ECon/EconReport?entityId=3828,26.07.2016.,10.08.2016.,15.09.2016.,Izvješća objavljena,/Documents/List/3828,/ECon/MainScreen?entityId=3828,3828
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Pravilniku o izmjenama i dopunama Pravilnika o mjerilima za dodjelu nagrada sportašima za sportska ostvarenja,/ECon/EconReport?entityId=3806,26.07.2016.,09.09.2016.,09.11.2016.,Izvješća objavljena,/Documents/List/3806,/ECon/MainScreen?entityId=3806,3806
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Pravilniku o izmjenama i dopunama Pravilnika o Registru športskih djelatnosti,/ECon/EconReport?entityId=3808,26.07.2016.,09.09.2016.,09.11.2016.,Izvješća objavljena,/Documents/List/3808,/ECon/MainScreen?entityId=3808,3808
Ministarstvo kulture,Savjetovanje sa zainteresiranom javnošću o Nacrtu Pravilnika o izmjeni Pravilnika o očevidniku kazališta,/ECon/EconReport?entityId=3811,26.07.2016.,24.08.2016.,20.09.2016.,Izvješća objavljena,/Documents/List/3811,/ECon/MainScreen?entityId=3811,3811
Ministarstvo kulture,Savjetovanje sa zainteresiranom javnošću o Pravilniku o izmjeni Pravilnika o sufinanciranju projekata odobrenih u okviru programa Europske unije Kreativna Europa - potprogram Kultura,/ECon/EconReport?entityId=3816,26.07.2016.,24.08.2016.,20.09.2016.,Izvješća objavljena,/Documents/List/3816,/ECon/MainScreen?entityId=3816,3816
"Ministarstvo mora, prometa i infrastrukture",Javno savjetovanje o Prijedlogu Pravilnika o uvjetima za obavljanje djelatnosti brodarskog agenta,/ECon/EconReport?entityId=3818,26.07.2016.,19.08.2016.,19.09.2016.,Izvješća objavljena,/Documents/List/3818,/ECon/MainScreen?entityId=3818,3818
Ministarstvo kulture,"Savjetovanje sa zainteresiranom javnošću o Pravilniku o izmjenama Pravilnika o načinu vođenja i sadržaju upisnika i evidencije o prometu pokretnim kulturnim dobrima i drugim kulturnim predmetima koji imaju umjetničko, povijesno, arheološko i drugo značenje",/ECon/EconReport?entityId=3821,26.07.2016.,24.08.2016.,20.09.2016.,Izvješća objavljena,/Documents/List/3821,/ECon/MainScreen?entityId=3821,3821
Ministarstvo poljoprivrede,Prijedlog Nacionalnog pčelarskog program az arazdoblje od 2017. do 2019. godine,/ECon/EconReport?entityId=3650,26.07.2016.,16.08.2016.,16.09.2016.,Izvješća objavljena,/Documents/List/3650,/ECon/MainScreen?entityId=3650,3650
Državni zavod za mjeriteljstvo,Prijedlog Pravilnika o mjeriteljskim i tehničkim zahtjevima za tlakomjere za mjerenje tlaka u gumama motornih vozila,/ECon/EconReport?entityId=3803,25.07.2016.,31.08.2016.,09.09.2016.,Izvješća objavljena,/Documents/List/3803,/ECon/MainScreen?entityId=3803,3803
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Prijedlogu Nacionalnog kurikuluma nastavnoga predmeta Tjelesna i zdravstvena kultura,/ECon/EconReport?entityId=3758,22.07.2016.,15.11.2016.,28.02.2017.,Izvješća objavljena,/Documents/List/3758,/ECon/MainScreen?entityId=3758,3758
Ministarstvo znanosti i obrazovanja,Savjetovanje sa zainteresiranom javnošću o Prijedlogu Nacionalnog kurikuluma nastavnoga predmeta Filozofija,/ECon/EconReport?entityId=3760,22.07.2016.,15.11.2016.,28.02.2017.,Izvješća objavljena,/Documents/List/3760,/ECon/MainScreen?entityId=3760,3760
